Stock #,RapNet Lot #,Publish,Availability,Item Title,Description,Type,Style,Category,Condition,Shipping from,Price,Currency,Terms,MSRP,Available for Memo,No. Items in Stock,Minimum order,Free Worldwide Shipping,Delivery Time,Delivery Location,Delivery Location Price,Delivery Location Currency,Delivery Location Terms,Delivery Location MSRP,Delivery Location Time,Ring Size,Keywords,Brand,Designer,Jewelry Quality,Setting,Jewelry Weight,Metal Type,Metal Karat,Measurements,Jewelry Lab Name,Jewelry Lab Report,Gemstone Type,Gemstone Shape,Gemstone carat,Gemstone Description,Gemstone Lab,Gem Lab Report #,Gemstone Measurements,Gemstone Quantity,Gemstone Treatment,Gemstone Treatment Type,Gemstone Comment,Gemstone Synthetic,Supplier Comment,Manufacture Date,Availability comment,Image Type,Image File Name,Image Title,URL Type,URL Title,URL Link,Document Type,Document Filename,Document title
HJNKL103,393248,yes,yes,Turquoise & Rosecut Diamond Necklace in 18K,"1pc SBTurquoise Round 5.32Cts             
13pcs SBTurquoise Carvings 15.15Cts                              
15pcs Round Rosecut Diamonds 0.97Cts,
18K 5.71gms
",Necklaces,Riviera,"New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,5800,USD,"Cash Advance, COD, Credit If Approved",6000,no,1,1,no,2,,,,,,,,"Diamond, Turquoise, Necklace, Earrings, Handmade, Jewellery, Designer, Jewels",,VN Diamonds,"Luxury, Fine",,,White Gold,18K,,,,Turquoise,Round,15.15,,None,,,13,,,,no,"1pc SBTurquoise Round 5.32Cts             
13pcs SBTurquoise Carvings 15.15Cts                              
15pcs Round Rosecut Diamonds 0.97Cts,
18K 5.71gms",,,,Round & Carvings Necklace.jpg,Turquoise & Diamond Necklace in 18K,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turquoise,Round,5.32,,None,,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.97,,None,,,15,,,,no,,,,,,,,,,,,
HJRNG163,393675,yes,yes,Round Rosecut Diamonds & Kunzite Ring in 18K,"1pc Afgan Kunzite 15.23ts,                                             
12pcs Round Rosecut Diam 2.12Cts,
18K 7.77gms
",Rings,"Engagement Ring, Bridal, Estate, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,4500,USD,"Cash Advance, COD",5000,no,1,1,no,2,,,,,,,,,,VN Diamonds,"Luxury, Fine",,11.24,"White Gold, Gold",18K,,,,Diamond,Round,2.12,,None,,,12,no,,,no,"Round Rosecut Diamonds & Kunzite Ring in 18K
1pc Afgan Kunzite 15.23ts,                                             
12pcs Round Rosecut Diam 2.12Cts,
18K 7.77gms
",,,,Kunzite with Rosecut Diamond I.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Cushion,15.23,,None,,,1,,,,no,,,,,Kunzite with Rosecut Diamond II.jpg,,,,,,,
HJRNG248,351614,yes,yes,Afganistan Tourmaline Ring with Trapezoid Diamond Side Stones in 18K,"1pc Afganistan Tourmaline EM Cut 2.25Cts,                
2pcs Trapzeoid Cut Diamonds 0.14Cts
18K White Gold 3.65gms GW",Rings,"Engagement Ring, Bridal, Solitaire, Side Stones, Three Stone, Simple Band, Fashion, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,1300,USD,,1500,no,1,1,no,3,,,,,,,,"Ring, Tourmaline, Gemstones, Gems, GemstoneRing, Engagement, Simple, Chick",,VN Diamonds,"Fine, Promotional",,3.65,White Gold,18K,,,,Tourmaline,Emerald,2.25,,None,,,1,,,,no,"1pc Afganistan Tourmaline EM Cut 2.25Cts,                
2pcs Trapzeoid Cut Diamonds 0.14Cts
18K White Gold 3.65gms GW",,,,2.25Cts Afgan Tourmaline 0.14Cts Trapezoids 18K.jpg,2.25Cts Afgan Tourmaline Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
HJRNG284,397145,yes,yes,Sleeping Beauty Turquoise Ring in 18K,"1pc Sleeping Beauty Turquoise Oval Shape 11.93Cts,                     
100pcs Round Brilliant Diamonds 0.62Cts,                       
4pcs Mother of Pearl 2.50Cts,
18K 5.09gms
",Rings,"Engagement Ring, Bridal, Solitaire, Halo, Simple Band, Cluster, Cocktail, Women, Fashion","New, Engagement, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,3500,USD,"Cash Advance, COD",4000,no,1,1,no,2,,,,,,,7,"Turquoise, Ring, Jewellery, Jewels, Handmade, Designer",,VN Diamonds,Fine,,8.1,White Gold,18K,,,,Turquoise,Oval,11.93,,None,,,1,,Other,,no,"Sleeping Beauty Turquoise Ring in 18K
1pc SBTurquoise Oval Shape 11.93Cts,                     
100pcs Round Brilliant Diamonds 0.62Cts,                       
4pcs Mother of Pearl 2.50Cts,
18K 5.09gms",,,,10Cts SBT Ring II.jpg,SBT Ring in 18K,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mother of Pearl,Other,2.5,,None,,,4,,,,no,,,,,10Cts SBT Ring Side.jpg,SBT Ring in 18K,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.62,,None,,,100,,,,no,,,,,,,,,,,,
HJRNG279,392683,yes,yes,3.94Cts Natural Burma No Heat Vivid Red Pigeon's Blood Ruby Ring,"1pc Burma NH PB GRS OV 3.94Cts,                         
10pcs Round Rosecut Diamonds 1.40Cts,                    
30pcs Round Burma Ruby 1.20Cts,
18K 5.45gms
",Rings,"Engagement Ring, Bridal, Side Stones, Estate, Vintage/Antique, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Art Deco, Designer Jewelry, Youth, Set, Engagement",New,Hong Kong,130000,USD,"Cash Advance, COD, Credit If Approved",140000,no,1,1,no,3,,,,,,,7,"Ruby, Burma, Gems, Gemstones, Ruby Ring, Burma Ruby, Ring, Jewellery, Jewelry",,VN Diamonds,"Investment, Luxury, Fine",,6.76,"Yellow Gold, White Gold",18K,,,,Diamond,Round,1.4,,None,,,10,,,,no,"Almost 4Cts Burma Mogok No Heat Pigeon's Blood Ruby Ring with Round Rosecut Diamonds set in 18K
1pc Burma NH PB GRS OV 3.94Cts,                         
10pcs Round Rosecut Diamonds 1.40Cts,                    
30pcs Round Burma Ruby 1.20Cts,
18K 5.45gms
",,,,3.94Cts Burma NH VR PB OV Ruby Ring.jpg,3.94Cts Burma NH VR PB Ruby Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,3.94Cts Burma Mogok No Heat Vivid Red Pigeon's Blood GRS Oval Shape.pdf,3.94Cts Burma No Heat Pigeon's Blood Ruby 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Round,1.2,,None,,,30,,Heat Treated,,no,,,,,3.94Cts Burma NH VR GRS.jpg,Natural Burma Ruby ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Oval,3.94,,Other,,,1,,,,no,,,,,3.94Cts Burma NH VR GRS Front.jpg,Natural Burma Ruby ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94Cts Burma NH VR PB OV Ruby Ring II.jpg,3.94Cts Burma NH VR PB OV Ruby Ring,,,,,,
HJERG101,392494,yes,yes,Aquamarine & Rosecut Diamond Earrings in 18K Blue Rodium,"42pcs Aquamarine 10.38Cts, 
32pcs Aquamarine 1.68Cts,   
32pcs Round Rosecut Diamonds 4.22Cts,                   
36pcs Round Diamonds 0.23Cts,
18K 12.87gms
",Earrings,"Drop, Dangle","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,9500,USD,"Cash Advance, COD",10000,no,1,1,no,3,,,,,,,,"Aquamarine, Beryl, Gems, Gemstones, Jewellery, Jewels, valueformoney",,,"Luxury, Fine",,16.14,"White Gold, Rhodium",18K,,,,Aquamarine,Round,1.68,,None,,,32,,Heat Treated,,no,"42pcs Santamaria Aquamarine 10.38Cts, 
32pcs Santamaria Aquamarine 1.68Cts,   
32pcs Round Rosecut Diam 4.22Cts,                   
36pcs Round Diamonds  0.23Cts,
18K 12.87gms
",,,,,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquamarine,Round,10.38,,None,,,42,,Heat Treated,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,4.22,,None,,,32,,,,no,,,,,,,,,,,,
HJRNG281,398863,yes,yes,2.68Cts Fine Columbian Emerald & Diamond Designer Cocktail Ring,"1pc Columbian Emerald Minor Muzo 2.68Cts,                                 
9pcs Baguette Cut Diamond 1.81Cts,                                          
3pcs Asscher Cut Diamond 0.43Cts,
18K 4.04gms
",Rings,"Engagement Ring, Bridal, Estate, Cluster, Cocktail, Women","New, Bridal, Woman's, Art Deco, Designer Jewelry, Youth, Engagement",New,Hong Kong,36000,USD,"Cash Advance, COD",40000,no,1,1,no,2,,,,,,,,"Emearld, Columbian, Ring, Jewellery, Muzo, Investment, Design, Designer",,VN Diamonds,"Investment, Luxury, Fine",,5.03,"Yellow Gold, White Gold",18K,,,,Diamond,Asscher,0.43,,None,,,3,,,,no,"2.68Cts Fine Columbian Emerald & Diamond Designer Cocktail Ring
1pc Columbian Emerald Minor Muzo 2.68Cts,                                 
9pcs Baguette Cut Diamond 1.81Cts,                                          
3pcs Asscher Cut Diamond 0.43Cts,
18K 4.04gms
",,,,"2,68Cts CE & BG Dia Ring V-Picsart-AiImageEnhancer.jpg",2.68Cts Columbian Emerald Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,2.68Cts Columbia Emerald Vivid Green Muzo Very Good CD Emerald Cut.pdf,2.68Cts Columbian Emerad CD 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Other,1.81,,None,,,9,,,,no,,,,,2.68Cts CE & BG Dia Ring III.jpg,,,,,Grading Report,2.68Cts Columbia Emerald Green Clarity Enhancement Gubelin Emerald.pdf,2.68Cts Columbian Emerald Gubelin Cert
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emerald,Emerald,,,Other,,,,,Oiled,,no,,,,,,,,,,,2.69Cts Columbian Emerald Minor Vivid Green Vibrant Brilliance Guild Emerald Ring.pdf,
HJRNG303,405670,yes,yes,Halo Tanzanite & Diamond Ring in 18K,"1pc Oval Shape Tanzanite 8.92Cts,                                       
14pcs Pear Shape Rosecut Diamonds 1.47Cts,        
84pcs Round Brilliant Diamonds 0.25Cts,
18K 6.17gms
",Rings,"Engagement Ring, Bridal, Solitaire, Halo, Fashion, Cluster, Cocktail, Women","New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,7000,USD,"Cash Advance, COD",7500,no,1,1,no,2,,,,,,,,"VNDiamonds, Jewelry, Handmade, Ring, TZ, Tanzanite, Handmade",,VN Diamonds,"Luxury, Fine",,8.3,White Gold,18K,,,,Diamond,Round,0.25,,None,,,84,,,,no,"This regal ring centers around a breathtaking 8.92ct oval-cut Tanzanite���its deep violet-blue hue radiating mystery and elegance. Framed by 14 pear-shaped rosecut diamonds (1.47cts) and 84 round brilliant diamonds (0.25cts), it blooms like a celestial flower kissed by light.
Crafted for those who wear beauty boldly.
#TanzaniteGlow #HighJewelry #RosecutDiamonds #StatementRing #LuxuryCraftsmanship #VNJewels #MadeInHongKong #RareGems",,,,8.92Cts OV TZ Ring.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Rose,1.47,,None,,,14,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanzanite,Oval,8.92,,None,,,1,,Heat Treated,,no,,,,,,,,,,,,
HJRNG320,440061,yes,yes,4.98Cts Burma Spinel 3 Stone Ring in 18K,"1pc Cushion Shape Burma Spinel 4.98Cts,                   
2pcs Cadillac Shape Diamonds 0.78Cts,                                   
10pcs Round Brilliant Diamonds 0.18Cts,
18K 3.55gms
",Rings,"Engagement Ring, Bridal, Solitaire, Side Stones, Three Stone, Fashion, Cluster, Cocktail, Women","New, Engagement, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,42000,USD,"Cash Advance, COD",45000,no,,,no,2,,,,,,,,"VNDiamonds, Ring, Design, Designer, Diamond, Certified, Jewellery, Spinel",,VN Diamonds,"Investment, Luxury, Fine",,4.74,"Yellow Gold, White Gold",18K,,,,Spinel,Cushion,,,,,,1,,,,no,"1pc Cushion Shape Burma Spinel 4.98Cts,                   
2pcs Cadillac Shape Diamonds 0.78Cts,                                   
10pcs Round Brilliant Diamonds 0.18Cts,
18K 3.55gms
",,,,4.98Cts Burma Spinel 3 Stone Ring II.jpg,,,,,Grading Report,4.98Cts Vietnam No Heat Vivid Orangy Pink Vibrant Brilliance Guild Cushion Shape.pdf,4.98Cts Vietnam Spinel
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Other,0.78,,None,,,2,,,,no,,,,,,,,,,,,
HJRNG326,440787,yes,yes,Columbian Emerald & Shield Shape Diamond Ring in 18K,"1pc Columbian Emerald 0.76Cts,                                    
1pc L SI1 GIA Sheild Shape Diamond 1.02Cts,         
GIA  2377583406                                                           
28pcs Round Brilliant Diamonds 0.42Cts,
18K 3.20gms
",Rings,"Engagement Ring, Bridal, Solitaire, Fashion, Cluster, Cocktail, Women","New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,15000,USD,"Cash Advance, COD",16000,no,1,1,no,2,,,,,,,7,"VNDiamonds, Ring, Design, Designer, Diamond, Certified, Jewellery",,HAR��NE JE,"Investment, Luxury, Fine",,3.64,"Yellow Gold, White Gold",18K,,,,Diamond,Shield,1.02,,GIA,2377583406,,1,,,,no,"1pc Columbian Emerald 0.76Cts,                                    
1pc L SI1 GIA Sheild Shape Diamond 1.02Cts,         
GIA  2377583406                                                           
28pcs Round Brilliant Diamonds 0.42Cts,
18K 3.20gms",,,,VNRNG326 0.76Cts Columbian Emerald & 1.02Cts Shield Cut Diamond Ring.jpeg,Columbian Emerald & GIA Diamond Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,1.02Cts L SI1 VG VG N GIA MSSC 2377583406.pdf,1.02Cts L Si1 GIA 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNRNG326 0.76Cts Columbian Emerald & 1.02Cts Shield Cut Diamond Ring IV.jpeg,GIA Diamond & Columbian Emerald Ring,,,,Grading Report,0.76Cts Columbian Emerald Insignificant Vivid Green Verdant Green Vibrant Brilliance Guild Emerald Cut.pdf,.76Cts Columbian Emerld
HJBRCT120,392134,yes,yes,Multi Shape GIA Certified Diamond Bracelet,"GIA Certified Multi Shape Diamonds 21pc-5.35Cts DEF IF-VS2
0.24Cts F VVS2 XXX N GIA Round Brilliant
0.25Cts F VVS1 XXX N GIA Round Brilliant
0.23Cts F IF XV N GIA Pear Brilliant
0.23Cts F VVS1 XV N GIA Pear Brilliant
0.29Cts D VVS2 XV N GIA Princess Cut
0.29Cts D VVS2 XV N GIA Princess Cut
0.23Cts E VS1 VV N GIA Oval Brilliant
0.28Cts E VVS2 VV N GIA Oval Brilliant
0.25Cts E VVS1 XV N GIA Radiant Cut
0.28Cts F VVS1 XV N GIA Radiant Cut
0.23Cts E VS1 VV N GIA Emerald Cut
0.25Cts E VS1 VV N GIA Emerald Cut
0.28Cts D VS2 VV N GIA Heart Brilliant
0.29Cts F VS2 VV N GIA Heart Brilliant
0.25Cts D VVS2 VV N GIA Cushion Modified Brilliant
0.25Cts F VVS2 XV N GIA Cushion Modified Brilliant
0.24Cts D VS2 XV N GIA Marquise Brilliant
0.24Cts F VS2 VV N GIA Marquise Brilliant
0.28Cts D VVS2 XV N GIA Square Emerald Cut
0.24Cts D VS2 VG N GIA Asscher Cut
0.23Cts F VS2 VX N GIA Baguette Cut
18K 7.03gms",Bracelets,"Tennis, Link","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,12150,USD,"Cash Advance, COD",13000,no,1,1,no,3,,,,,,,,,,VN Diamonds,"Luxury, Fine, Investment",,8.1,White Gold,18K,,,,Diamond,Tapered Baguette,0.23,,GIA,2426722300,,1,,,,no,"GIA Certified Multi Shape Diamonds 21pc-5.35Cts DEF IF-VS2
0.24Cts F VVS2 XXX N GIA Round Brilliant
0.25Cts F VVS1 XXX N GIA Round Brilliant
0.23Cts F IF XV N GIA Pear Brilliant
0.23Cts F VVS1 XV N GIA Pear Brilliant
0.29Cts D VVS2 XV N GIA Princess Cut
0.29Cts D VVS2 XV N GIA Princess Cut
0.23Cts E VS1 VV N GIA Oval Brilliant
0.28Cts E VVS2 VV N GIA Oval Brilliant
0.25Cts E VVS1 XV N GIA Radiant Cut
0.28Cts F VVS1 XV N GIA Radiant Cut
0.23Cts E VS1 VV N GIA Emerald Cut
0.25Cts E VS1 VV N GIA Emerald Cut
0.28Cts D VS2 VV N GIA Heart Brilliant
0.29Cts F VS2 VV N GIA Heart Brilliant
0.25Cts D VVS2 VV N GIA Cushion Modified Brilliant
0.25Cts F VVS2 XV N GIA Cushion Modified Brilliant
0.24Cts D VS2 XV N GIA Marquise Brilliant
0.24Cts F VS2 VV N GIA Marquise Brilliant
0.28Cts D VVS2 XV N GIA Square Emerald Cut
0.24Cts D VS2 VG N GIA Asscher Cut
0.23Cts F VS2 VX N GIA Baguette Cut
18K 7.03gms",,,,WhatsApp Image 2025-01-22 at 18.42.46_d63ee793.jpg,GIA Certified Multi Shape Diamond Bracelet,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Asscher,0.24,,GIA,2156527011,,1,,,,no,,,,,WhatsApp Image 2025-01-22 at 18.42.45_1f0db225.jpg,Multi Shape GIA Crtifd Diamnd Bracelet,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Square Emerald,0.28,,GIA,7441674227,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Marquise,0.24,,GIA,7448612138,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Marquise,0.24,,GIA,2448928947,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Cushion,0.25,,GIA,6405820240,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Cushion,0.25,,,1418686054,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Heart,0.29,,GIA,7432126397,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Heart,0.28,,GIA,1459136429,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,0.23,,GIA,2396349638,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,0.25,,GIA,5406212634,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Radiant,0.28,,GIA,6224382081,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Radiant,0.25,,GIA,2225401805,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Oval,0.28,,GIA,2427124791,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Oval,0.23,,GIA,6365948603,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Princess,0.29,,GIA,2427434458,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Princess,0.29,,GIA,1425434675,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Pear,0.23,,GIA,1383612968,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Pear,0.23,,GIA,1393668751,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.24,,GIA,6375030108,,1,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.25,,GIA,6361555660,,1,,,,no,,,,,,,,,,,,
HJERG134,393468,yes,yes,Designer High Jewellery with Tourmaline & Aquamarines in 18K,"2pcs Afgan Tourmalines 7.01Cts,                    
18pcs Emerald cut Aquamarines 3.74Cts,
18K 4.83gms
",Earrings,Stud,"New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,7500,USD,"Cash Advance, COD, Credit If Approved",8000,no,1,1,no,2,,,,,,,,"Tourmaline, Ring, Artdeco, Cocktail, Jewellery, Handmade, Jewels, Diamond",,VN Diamonds,"Luxury, Fine",,6.98,"White Gold, Other, Gold",18K,,,,Aquamarine,Emerald,3.74,,None,,,18,,,,no,"Designer High Jewellery with Tourmaline & Aquamarines in 18K
2pcs Afgan Tourmalines 7.01Cts,                    
18pcs Emerald cut Aquamarines 3.74Cts,
18K 4.83gms",,,,Toi Moi Tourmaline Earrings IV.jpg,Toi Moi Aqua Earrings,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tourmaline,Cushion,7.01,,None,,,2,,,,no,,,,,Toi Moi Tourmaline Earrings.jpg,Tourmaline & Aquamarine Earrings,,,,,,
HJBRCT134,341892,yes,yes,Vivid Red Burma Spinels with Carree Cut Diamonds,"22pcs Burma Spinels of Vivid Red Color 8.23Cts
25pcs Carree Cut Diamonds DEF VVS 2.76Cts
18K Gold Handmade Jewellery 12.378gms GW
",Bracelets,"Tennis, Link","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,12000,USD,"Cash Advance, COD",13000,no,1,1,no,3,,,,,,,,,,VN Diamonds,"Investment, Luxury, Fine",,12.378,White Gold,18K,,,,Spinel,Princess,8.23,,None,,,22,,,,no,"Beautifully crafted in 18K Gold using Vivid Red Burma Spinels and Collection DEF VVS Caree Cut Diamonds
22pcs Burma Spinels of Vivid Red Color 8.23Cts
25pcs Carree Cut Diamonds DEF VVS 2.76Cts
18K Gold Handmade Jewellery 12.378gms GW
",,,,WhatsApp Image 2025-01-22 at 13.35.13_2c9fe033.jpg,Natual Spinel & Diamond Bracelet,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Square,2.76,,None,,,25,,,,no,,,,,8Cts Burma Spinel & Diamond Bracelet III.jpg,Burma Spinels & Diamond Bracelet,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8Cts Burma Spinel & Diamond Bracelet IV.jpg,Natural Burma Vivid Red Spinels Bracelet,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8Cts Burma Spinel & Diamond Bracelet I.jpg,Viid Red Spinel & Diamond Bracelet,,,,,,
